Ano;nomeUnidade;nomeUnidadeRecente;Sigla;Região;Estado;Tipo;siglaIES;Nome do Curso;nomeArea;gNP_CPC Contínuo;gNP_Enade;gNP_DocentesDoutores;gNP_DocentesMestres;gNP_IDD;gNP_Infraestrutura;gNP_OrgDidaticoPedagogica;gNP_OportunidadesAmpliacaoFormacao;gNP_RegimeTrabalho;gNB_DocentesDoutores;gNB_DocentesMestres;gNB_IDD;gNB_Infraestrutura;gNB_OrgDidaticoPedagogica;gNB_OportunidadesAmpliacaoFormacao;gNB_RegimeTrabalho;Cursos;Medida CPC
2019;Campus Florianópolis;Campus Florianópolis;IFSC;Sul;Santa Catarina;Nota Padronizada;IFSC;Engenharia Civil;Engenharia Civil;3,6;3,8;2,6;4,2;3,3;4,2;4,2;3,7;5;0,5;0,92;1;5,5;5,6;5;1;1;3,68
2019;Campus Florianópolis;Campus Florianópolis;IFSC;Sul;Santa Catarina;Nota Bruta;IFSC;Engenharia Civil;Engenharia Civil;3,6;3,8;2,6;4,2;3,3;4,2;4,2;3,7;5;0,5;0,92;1;5,5;5,6;5;1;1;3,68
2019;Campus Formiga;Campus Formiga;IFMG;Sudeste;Minas Gerais;Nota Padronizada;IFMG;Engenharia Elétrica;Engenharia Elétrica;2,8;2,3;2;4,6;2,5;2,8;2,9;2,7;5;0,4;0,96;0;4,9;4,8;4,2;1;1;2,86
2019;Campus Formiga;Campus Formiga;IFMG;Sudeste;Minas Gerais;Nota Bruta;IFMG;Engenharia Elétrica;Engenharia Elétrica;2,8;2,3;2;4,6;2,5;2,8;2,9;2,7;5;0,4;0,96;0;4,9;4,8;4,2;1;1;2,86
2019;Campus Formosa;Campus Formosa;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Civil;Engenharia Civil;3,5;3,8;1,8;4,6;3,7;2,6;3;2,9;5;0,35;0,96;1,5;4,7;5;4,4;1;1;3,54
2019;Campus Formosa;Campus Formosa;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Civil;Engenharia Civil;3,5;3,8;1,8;4,6;3,7;2,6;3;2,9;5;0,35;0,96;1,5;4,7;5;4,4;1;1;3,54
2019;Campus Fortaleza;Campus Fortaleza;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,9;3,8;1,8;3,4;3;1,4;1,5;1,9;5;0,35;0,78;0;4,5;4,6;3,8;1;1;2,99
2019;Campus Fortaleza;Campus Fortaleza;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,9;3,8;1,8;3,4;3;1,4;1,5;1,9;5;0,35;0,78;0;4,5;4,6;3,8;1;1;2,99
2019;Campus Fortaleza;Campus Fortaleza;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Engenharia de Computação;Engenharia da Computação;2,6;2;2,6;4,2;2,3;1,6;1,6;2,6;5;0,5;0,94;-0,5;4,3;4,2;4,2;1;1;2,61
2019;Campus Fortaleza;Campus Fortaleza;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Engenharia de Computação;Engenharia da Computação;2,6;2;2,6;4,2;2,3;1,6;1,6;2,6;5;0,5;0,94;-0,5;4,3;4,2;4,2;1;1;2,61
2019;Campus Fortaleza;Campus Fortaleza;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Engenharia de Mecatrônica;Engenharia de Controle e Automação;3,1;3;2,6;4;2,9;2,8;2,6;3,3;5;0,5;0,9;0;4,9;4,8;4,6;1;1;3,13
2019;Campus Fortaleza;Campus Fortaleza;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Engenharia de Mecatrônica;Engenharia de Controle e Automação;3,1;3;2,6;4;2,9;2,8;2,6;3,3;5;0,5;0,9;0;4,9;4,8;4,6;1;1;3,13
2019;Campus Aracruz;Campus Aracruz;IFES;Sudeste;Espírito Santo;Nota Padronizada;IFES;Engenharia Mecânica;Engenharia Mecânica;3,7;4,1;1,4;5;4,1;3,4;3,6;3,6;5;0,25;1;4;5,2;5,2;5;1;1;3,78
2019;Campus Aracruz;Campus Aracruz;IFES;Sudeste;Espírito Santo;Nota Bruta;IFES;Engenharia Mecânica;Engenharia Mecânica;3,7;4,1;1,4;5;4,1;3,4;3,6;3,6;5;0,25;1;4;5,2;5,2;5;1;1;3,78
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,5;1,8;2;4,6;1,9;2,6;2,5;3,2;5;0,4;0,96;-2;4,8;4,8;4,6;1;1;2,5
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,5;1,8;2;4,6;1,9;2,6;2,5;3,2;5;0,4;0,96;-2;4,8;4,8;4,6;1;1;2,5
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Mecânica;Engenharia Mecânica;2,2;2,2;2,4;4,2;1,4;1,2;1,5;2,3;5;0,45;0,92;-1,5;4,1;4,2;4;1;1;2,26
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Mecânica;Engenharia Mecânica;2,2;2,2;2,4;4,2;1,4;1,2;1,5;2,3;5;0,45;0,92;-1,5;4,1;4,2;4;1;1;2,26
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Ambiental e Sanitária;Engenharia Ambiental;3,1;3,2;3;5;2,5;2,8;2,8;3;5;0,6;1;0;4,9;5,2;4,6;1;1;3,19
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Ambiental e Sanitária;Engenharia Ambiental;3,1;3,2;3;5;2,5;2,8;2,8;3;5;0,6;1;0;4,9;5,2;4,6;1;1;3,19
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Civil;Engenharia Civil;3,3;3,8;1,8;4,8;3;3,6;3,4;3,7;5;0,35;0,96;0,5;5,2;5,2;5;1;1;3,4
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Civil;Engenharia Civil;3,3;3,8;1,8;4,8;3;3,6;3,4;3,7;5;0,35;0,96;0,5;5,2;5,2;5;1;1;3,4
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Elétrica;Engenharia Elétrica;2,7;2,5;1,8;4,2;2,4;2,2;2,5;3;5;0,35;0,92;-0,5;4,5;4,6;4,4;1;1;2,72
2019;Campus Goiânia;Campus Goiânia;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Elétrica;Engenharia Elétrica;2,7;2,5;1,8;4,2;2,4;2,2;2,5;3;5;0,35;0,92;-0,5;4,5;4,6;4,4;1;1;2,72
2019;Campus Governador Valadares;Campus Governador Valadares;IFMG;Sudeste;Minas Gerais;Nota Padronizada;IFMG;Gestão Ambiental;Tecnologia em Gestão Ambiental;3;3;1,2;4;3,2;2,6;2,5;2,5;5;0,25;0,86;0,5;5;5;4,2;1;1;3,03
2019;Campus Governador Valadares;Campus Governador Valadares;IFMG;Sudeste;Minas Gerais;Nota Bruta;IFMG;Gestão Ambiental;Tecnologia em Gestão Ambiental;3;3;1,2;4;3,2;2,6;2,5;2,5;5;0,25;0,86;0,5;5;5;4,2;1;1;3,03
2019;Campus Governador Valadares;Campus Governador Valadares;IFMG;Sudeste;Minas Gerais;Nota Padronizada;IFMG;Engenharia de Produção;Engenharia de Produção;2,4;2,6;1;3;2,1;2,4;2,2;2,8;5;0,2;0,78;-1;4,6;4,6;4,4;1;1;2,41
2019;Campus Governador Valadares;Campus Governador Valadares;IFMG;Sudeste;Minas Gerais;Nota Bruta;IFMG;Engenharia de Produção;Engenharia de Produção;2,4;2,6;1;3;2,1;2,4;2,2;2,8;5;0,2;0,78;-1;4,6;4,6;4,4;1;1;2,41
2019;Campus Araçuaí;Campus Araçuaí;IFNMG;Sudeste;Minas Gerais;Nota Padronizada;IFNMG;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,5;1,7;0,8;4,2;2,8;2,2;2,4;2,9;5;0,15;0,88;-0,5;4,8;5;4,6;1;1;2,52
2019;Campus Araçuaí;Campus Araçuaí;IFNMG;Sudeste;Minas Gerais;Nota Bruta;IFNMG;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,5;1,7;0,8;4,2;2,8;2,2;2,4;2,9;5;0,15;0,88;-0,5;4,8;5;4,6;1;1;2,52
2019;Campus Guanambi;Campus Guanambi;IFBaiano;Nordeste;Bahia;Nota Padronizada;IFBAIANO;Agronomia;Agronomia;2,6;2,6;3,6;5;1,1;3,2;3,1;2,6;5;0,7;1;-2,5;5,2;5,2;4,6;1;1;2,68
2019;Campus Guanambi;Campus Guanambi;IFBaiano;Nordeste;Bahia;Nota Bruta;IFBAIANO;Agronomia;Agronomia;2,6;2,6;3,6;5;1,1;3,2;3,1;2,6;5;0,7;1;-2,5;5,2;5,2;4,6;1;1;2,68
2019;Campus Inconfidentes;Campus Inconfidentes;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Padronizada;IF SUL DE MINAS;Engenharia Agronômica;Agronomia;4;4;3,4;4,4;4;3,8;3,3;4,1;5;0,7;0,96;1,5;5,4;5,4;5,4;1;1;4
2019;Campus Inconfidentes;Campus Inconfidentes;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Bruta;IF SUL DE MINAS;Engenharia Agronômica;Agronomia;4;4;3,4;4,4;4;3,8;3,3;4,1;5;0,7;0,96;1,5;5,4;5,4;5,4;1;1;4
2019;Campus Inconfidentes;Campus Inconfidentes;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Padronizada;IF SUL DE MINAS;Gestão Ambiental;Tecnologia em Gestão Ambiental;3,5;3;3,4;4,6;3,5;2,8;3;3,8;5;0,65;0,96;1;5,1;5,2;5,2;1;1;3,55
2019;Campus Inconfidentes;Campus Inconfidentes;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Bruta;IF SUL DE MINAS;Gestão Ambiental;Tecnologia em Gestão Ambiental;3,5;3;3,4;4,6;3,5;2,8;3;3,8;5;0,65;0,96;1;5,1;5,2;5,2;1;1;3,55
2019;Campus Araguatins;Campus Araguatins;IFTO;Norte;Tocantins;Nota Padronizada;IFTO;Engenharia Agronômica;Agronomia;2,6;2,9;1,8;1,6;2,2;3,4;2,9;2,6;5;0,35;0,8;-1;5,2;5,2;4,6;1;1;2,63
2019;Campus Araguatins;Campus Araguatins;IFTO;Norte;Tocantins;Nota Bruta;IFTO;Engenharia Agronômica;Agronomia;2,6;2,9;1,8;1,6;2,2;3,4;2,9;2,6;5;0,35;0,8;-1;5,2;5,2;4,6;1;1;2,63
2019;Campus Iporá;Campus Iporá;IFGoiano;Centro-Oeste;Goiás;Nota Padronizada;IF Goiano;Agronegócio;Tecnologia em Agronegócios;2,7;2,5;1,8;4,6;2,4;3,4;2,3;2,8;5;0,4;0,94;0;5,3;5,2;4,8;1;1;2,78
2019;Campus Iporá;Campus Iporá;IFGoiano;Centro-Oeste;Goiás;Nota Bruta;IF Goiano;Agronegócio;Tecnologia em Agronegócios;2,7;2,5;1,8;4,6;2,4;3,4;2,3;2,8;5;0,4;0,94;0;5,3;5,2;4,8;1;1;2,78
2019;Campus Itumbiara;Campus Itumbiara;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Elétrica;Engenharia Elétrica;3,2;2,9;2,6;4,2;3;2,6;3;3,5;5;0,5;0,94;1;4,8;5;4,8;1;1;3,22
2019;Campus Itumbiara;Campus Itumbiara;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Elétrica;Engenharia Elétrica;3,2;2,9;2,6;4,2;3;2,6;3;3,5;5;0,5;0,94;1;4,8;5;4,8;1;1;3,22
2019;Campus Januária;Campus Januária;IFNMG;Sudeste;Minas Gerais;Nota Padronizada;IFNMG;Agronomia;Agronomia;3,5;3,9;2,6;3;3,7;2,8;2,2;2,6;5;0,5;0,88;1;4,9;5;4,6;1;1;3,51
2019;Campus Januária;Campus Januária;IFNMG;Sudeste;Minas Gerais;Nota Bruta;IFNMG;Agronomia;Agronomia;3,5;3,9;2,6;3;3,7;2,8;2,2;2,6;5;0,5;0,88;1;4,9;5;4,6;1;1;3,51
2019;Campus Araquari;Campus Araquari;IFC;Sul;Santa Catarina;Nota Padronizada;IF Catarinense;Medicina Veterinária;Medicina Veterinária;3,1;3,4;3,2;4;2,5;2,4;2,3;2,2;5;0,7;0,94;0;4,6;4,8;4,2;1;1;3,11
2019;Campus Araquari;Campus Araquari;IFC;Sul;Santa Catarina;Nota Bruta;IF Catarinense;Medicina Veterinária;Medicina Veterinária;3,1;3,4;3,2;4;2,5;2,4;2,3;2,2;5;0,7;0,94;0;4,6;4,8;4,2;1;1;3,11
2019;Campus Jataí;Campus Jataí;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Elétrica;Engenharia Elétrica;3;2,7;1,8;4,2;3;2,6;2,5;3;5;0,35;0,94;1,5;4,8;4,6;4,4;1;1;3,01
2019;Campus Jataí;Campus Jataí;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Elétrica;Engenharia Elétrica;3;2,7;1,8;4,2;3;2,6;2,5;3;5;0,35;0,94;1,5;4,8;4,6;4,4;1;1;3,01
2019;Campus Jataí;Campus Jataí;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Civil;Engenharia Civil;3,1;3,3;1,4;3,8;3,1;3,6;3,6;3,5;5;0,25;0,86;0,5;5,2;5,2;5;1;1;3,17
2019;Campus Jataí;Campus Jataí;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Civil;Engenharia Civil;3,1;3,3;1,4;3,8;3,1;3,6;3,6;3,5;5;0,25;0,86;0,5;5,2;5,2;5;1;1;3,17
2019;Campus João Pessoa;Campus João Pessoa;IFPB;Nordeste;Paraíba;Nota Padronizada;IFPB;Gestão Ambiental;Tecnologia em Gestão Ambiental;3,3;3,5;3;4,6;3,2;1,6;2;2,7;5;0,6;0,94;0,5;4,6;4,8;4,4;1;1;3,35
2019;Campus João Pessoa;Campus João Pessoa;IFPB;Nordeste;Paraíba;Nota Bruta;IFPB;Gestão Ambiental;Tecnologia em Gestão Ambiental;3,3;3,5;3;4,6;3,2;1,6;2;2,7;5;0,6;0,94;0,5;4,6;4,8;4,4;1;1;3,35
2019;Campus João Pessoa;Campus João Pessoa;IFPB;Nordeste;Paraíba;Nota Padronizada;IFPB;Engenharia Elétrica;Engenharia Elétrica;3,3;2,9;3,4;4,6;2,7;3,4;3,1;3,4;5;0,65;0,96;0,5;5,2;5;4,8;1;1;3,31
2019;Campus João Pessoa;Campus João Pessoa;IFPB;Nordeste;Paraíba;Nota Bruta;IFPB;Engenharia Elétrica;Engenharia Elétrica;3,3;2,9;3,4;4,6;2,7;3,4;3,1;3,4;5;0,65;0,96;0,5;5,2;5;4,8;1;1;3,31
2019;Campus Joinville;Campus Joinville;IFSC;Sul;Santa Catarina;Nota Padronizada;IFSC;Gestão Hospitalar;Tecnologia em Gestão Hospitalar;2,9;3,6;1,6;3,8;2,7;2,2;1,6;2,6;5;0,3;0,86;-0,5;4,9;5;4,2;1;1;2,91
2019;Campus Joinville;Campus Joinville;IFSC;Sul;Santa Catarina;Nota Bruta;IFSC;Gestão Hospitalar;Tecnologia em Gestão Hospitalar;2,9;3,6;1,6;3,8;2,7;2,2;1,6;2,6;5;0,3;0,86;-0,5;4,9;5;4,2;1;1;2,91
2019;Campus Juazeiro do Norte;Campus Juazeiro do Norte;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Engenharia Ambiental;Engenharia Ambiental;2,8;2,7;1,8;3,2;2,7;3,4;2,6;3;5;0,35;0,84;0,5;5,2;5;4,6;1;1;2,86
2019;Campus Juazeiro do Norte;Campus Juazeiro do Norte;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Engenharia Ambiental;Engenharia Ambiental;2,8;2,7;1,8;3,2;2,7;3,4;2,6;3;5;0,35;0,84;0,5;5,2;5;4,6;1;1;2,86
2019;Campus Juiz de Fora;Campus Juiz de Fora;IFSUDESTEMG;Sudeste;Minas Gerais;Nota Padronizada;IFSEMG;Engenharia Mecatrônica;Engenharia de Controle e Automação;2,8;2,2;2,6;3,8;2,5;2,8;2,5;3,5;5;0,5;0,88;-0,5;4,9;4,8;4,8;1;1;2,83
2019;Campus Juiz de Fora;Campus Juiz de Fora;IFSUDESTEMG;Sudeste;Minas Gerais;Nota Bruta;IFSEMG;Engenharia Mecatrônica;Engenharia de Controle e Automação;2,8;2,2;2,6;3,8;2,5;2,8;2,5;3,5;5;0,5;0,88;-0,5;4,9;4,8;4,8;1;1;2,83
2019;Campus Júlio de Castilhos;Campus Júlio de Castilhos;IF FARROUPILHA;Sul;Rio Grande do Sul;Nota Padronizada;IFFarroupilha;Gestão do Agronegócio;Tecnologia em Agronegócios;3;2,7;2;5;2,3;4,2;3,6;4,1;5;0,4;1;0;5,7;5,6;5,6;1;1;3,03
2019;Campus Júlio de Castilhos;Campus Júlio de Castilhos;IF FARROUPILHA;Sul;Rio Grande do Sul;Nota Bruta;IFFarroupilha;Gestão do Agronegócio;Tecnologia em Agronegócios;3;2,7;2;5;2,3;4,2;3,6;4,1;5;0,4;1;0;5,7;5,6;5,6;1;1;3,03
2019;Campus Limoeiro do Norte;Campus Limoeiro do Norte;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Agronomia;Agronomia;2,9;2,7;3,2;2,4;2,4;3,4;3,1;2,9;5;0,65;0,84;-0,5;5,2;5,2;4,8;1;1;2,93
2019;Campus Limoeiro do Norte;Campus Limoeiro do Norte;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Agronomia;Agronomia;2,9;2,7;3,2;2,4;2,4;3,4;3,1;2,9;5;0,65;0,84;-0,5;5,2;5,2;4,8;1;1;2,93
2019;Campus Limoeiro do Norte;Campus Limoeiro do Norte;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Nutrição;Nutrição;2,6;2,9;2,2;2,4;2,2;3,2;2,5;3,1;5;0,4;0,78;-0,5;5,1;5,2;4,8;1;1;2,7
2019;Campus Limoeiro do Norte;Campus Limoeiro do Norte;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Nutrição;Nutrição;2,6;2,9;2,2;2,4;2,2;3,2;2,5;3,1;5;0,4;0,78;-0,5;5,1;5,2;4,8;1;1;2,7
2019;Campus Macaé;Campus Macaé;IFF;Sudeste;Rio de Janeiro;Nota Padronizada;IF Fluminense;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,5;2,6;1,4;2,2;2,7;2;1,9;2,6;5;0,25;0,74;0;4,5;4,4;4,2;1;1;2,56
2019;Campus Macaé;Campus Macaé;IFF;Sudeste;Rio de Janeiro;Nota Bruta;IF Fluminense;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,5;2,6;1,4;2,2;2,7;2;1,9;2,6;5;0,25;0,74;0;4,5;4,4;4,2;1;1;2,56
2019;Campus Machado;Campus Machado;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Padronizada;IF SUL DE MINAS;Agronomia;Agronomia;3;2,9;3;3,8;2,3;3,4;3,2;3,7;5;0,6;0,92;-0,5;5,2;5,2;5,2;1;1;3,07
2019;Campus Machado;Campus Machado;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Bruta;IF SUL DE MINAS;Agronomia;Agronomia;3;2,9;3;3,8;2,3;3,4;3,2;3,7;5;0,6;0,92;-0,5;5,2;5,2;5,2;1;1;3,07
2019;Campus Manaus Centro;Campus Manaus Centro;IFAM;Norte;Amazonas;Nota Padronizada;IFAM;Engenharia Civil;Engenharia Civil;2,6;2,5;1,2;2;2,3;3,6;3,4;4,5;5;0,25;0,68;-0,5;5,3;5,2;5,6;1;1;2,64
2019;Campus Manaus Centro;Campus Manaus Centro;IFAM;Norte;Amazonas;Nota Bruta;IFAM;Engenharia Civil;Engenharia Civil;2,6;2,5;1,2;2;2,3;3,6;3,4;4,5;5;0,25;0,68;-0,5;5,3;5,2;5,6;1;1;2,64
2019;Campus Manaus Centro;Campus Manaus Centro;IFAM;Norte;Amazonas;Nota Padronizada;IFAM;Engenharia Mecânica;Engenharia Mecânica;2,6;1,9;1,4;3,6;2;4;4,3;4,4;5;0,25;0,88;-0,5;5,5;5,6;5,4;1;1;2,61
2019;Campus Manaus Centro;Campus Manaus Centro;IFAM;Norte;Amazonas;Nota Bruta;IFAM;Engenharia Mecânica;Engenharia Mecânica;2,6;1,9;1,4;3,6;2;4;4,3;4,4;5;0,25;0,88;-0,5;5,5;5,6;5,4;1;1;2,61
2019;Campus Arinos;Campus Arinos;IFNMG;Sudeste;Minas Gerais;Nota Padronizada;IFNMG;Agronomia;Agronomia;2,6;2,3;1,8;3,4;2,8;2;1,5;2,3;5;0,35;0,9;0;4,5;4,6;4,6;1;1;2,66
2019;Campus Arinos;Campus Arinos;IFNMG;Sudeste;Minas Gerais;Nota Bruta;IFNMG;Agronomia;Agronomia;2,6;2,3;1,8;3,4;2,8;2;1,5;2,3;5;0,35;0,9;0;4,5;4,6;4,6;1;1;2,66
2019;Campus Arinos;Campus Arinos;IFNMG;Sudeste;Minas Gerais;Nota Padronizada;IFNMG;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,6;1,5;1,4;4,6;2,8;2,2;2,4;2,6;5;0,3;0,94;-0,5;4,8;5;4,4;1;1;2,63
2019;Campus Arinos;Campus Arinos;IFNMG;Sudeste;Minas Gerais;Nota Bruta;IFNMG;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,6;1,5;1,4;4,6;2,8;2,2;2,4;2,6;5;0,3;0,94;-0,5;4,8;5;4,4;1;1;2,63
2019;Campus Manaus Distrito Industrial;Campus Manaus Distrito Industrial;IFAM;Norte;Amazonas;Nota Padronizada;IFAM;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,5;1,8;1,8;3,8;2,6;1,2;1,9;3,4;5;0,35;0,88;-0,5;4,2;4,4;4,6;1;1;2,52
2019;Campus Manaus Distrito Industrial;Campus Manaus Distrito Industrial;IFAM;Norte;Amazonas;Nota Bruta;IFAM;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,5;1,8;1,8;3,8;2,6;1,2;1,9;3,4;5;0,35;0,88;-0,5;4,2;4,4;4,6;1;1;2,52
2019;Campus Maracanaú;Campus Maracanaú;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Engenharia Ambiental e Sanitária;Engenharia Ambiental;2,7;3;1,4;3,4;2,2;3,6;2,7;3,3;5;0,3;0,86;-1;5,3;5;4,8;1;1;2,74
2019;Campus Maracanaú;Campus Maracanaú;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Engenharia Ambiental e Sanitária;Engenharia Ambiental;2,7;3;1,4;3,4;2,2;3,6;2,7;3,3;5;0,3;0,86;-1;5,3;5;4,8;1;1;2,74
2019;Campus São Luís Monte Castelo;Campus São Luís Monte Castelo;IFMA;Nordeste;Maranhão;Nota Padronizada;IFMA;Engenharia Civil;Engenharia Civil;2,5;3,1;1,2;2,2;2,3;1,8;2;3,7;5;0,25;0,7;-0,5;4,3;4,6;5;1;1;2,57
2019;Campus São Luís Monte Castelo;Campus São Luís Monte Castelo;IFMA;Nordeste;Maranhão;Nota Bruta;IFMA;Engenharia Civil;Engenharia Civil;2,5;3,1;1,2;2,2;2,3;1,8;2;3,7;5;0,25;0,7;-0,5;4,3;4,6;5;1;1;2,57
2019;Campus São Luís Monte Castelo;Campus São Luís Monte Castelo;IFMA;Nordeste;Maranhão;Nota Padronizada;IFMA;Engenharia Industrial Elétrica;Engenharia Elétrica;2,6;2,4;2,6;3,4;2,6;1;1,4;2,7;5;0,5;0,86;0;3,9;4;4,2;1;1;2,67
2019;Campus São Luís Monte Castelo;Campus São Luís Monte Castelo;IFMA;Nordeste;Maranhão;Nota Bruta;IFMA;Engenharia Industrial Elétrica;Engenharia Elétrica;2,6;2,4;2,6;3,4;2,6;1;1,4;2,7;5;0,5;0,86;0;3,9;4;4,2;1;1;2,67
2019;Campus São Luís Monte Castelo;Campus São Luís Monte Castelo;IFMA;Nordeste;Maranhão;Nota Padronizada;IFMA;Engenharia Industrial Mecânica;Engenharia Mecânica;1,8;1,6;3;3,2;0;2,2;3;3,7;5;0,6;0,86;-4,5;4,7;5;5;1;1;1,86
2019;Campus São Luís Monte Castelo;Campus São Luís Monte Castelo;IFMA;Nordeste;Maranhão;Nota Bruta;IFMA;Engenharia Industrial Mecânica;Engenharia Mecânica;1,8;1,6;3;3,2;0;2,2;3;3,7;5;0,6;0,86;-4,5;4,7;5;5;1;1;1,86
2019;Campus Montes Claros;Campus Montes Claros;IFNMG;Sudeste;Minas Gerais;Nota Padronizada;IFNMG;Engenharia Química;Engenharia Química;3,2;3,2;1;4,2;3,6;2,8;3,3;3,1;5;0,2;0,94;2,5;4,8;5;4,6;1;1;3,26
2019;Campus Montes Claros;Campus Montes Claros;IFNMG;Sudeste;Minas Gerais;Nota Bruta;IFNMG;Engenharia Química;Engenharia Química;3,2;3,2;1;4,2;3,6;2,8;3,3;3,1;5;0,2;0,94;2,5;4,8;5;4,6;1;1;3,26
2019;Campus Morrinhos;Campus Morrinhos;IFGoiano;Centro-Oeste;Goiás;Nota Padronizada;IF Goiano;Agronomia;Agronomia;3,1;2,5;4;5;2,4;2,6;2,5;2,1;5;0,8;1;-0,5;4,8;5;4,4;1;1;3,12
2019;Campus Morrinhos;Campus Morrinhos;IFGoiano;Centro-Oeste;Goiás;Nota Bruta;IF Goiano;Agronomia;Agronomia;3,1;2,5;4;5;2,4;2,6;2,5;2,1;5;0,8;1;-0,5;4,8;5;4,4;1;1;3,12
2019;Campus Morrinhos;Campus Morrinhos;IFGoiano;Centro-Oeste;Goiás;Nota Padronizada;IF Goiano;Zootecnia;Zootecnia;2,9;1,8;4,2;5;2,2;3;2,8;2;5;0,9;1;-1;5,1;5,2;4,6;1;1;2,95
2019;Campus Morrinhos;Campus Morrinhos;IFGoiano;Centro-Oeste;Goiás;Nota Bruta;IF Goiano;Zootecnia;Zootecnia;2,9;1,8;4,2;5;2,2;3;2,8;2;5;0,9;1;-1;5,1;5,2;4,6;1;1;2,95
2019;Campus Mossoró;Campus Mossoró;IFRN;Nordeste;Rio Grande do Norte;Nota Padronizada;IFRN;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,6;1,1;1,4;4,4;2,5;4;3,6;3,3;5;0,3;0,9;-1;5,5;5,4;4,8;1;1;2,62
2019;Campus Mossoró;Campus Mossoró;IFRN;Nordeste;Rio Grande do Norte;Nota Bruta;IFRN;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,6;1,1;1,4;4,4;2,5;4;3,6;3,3;5;0,3;0,9;-1;5,5;5,4;4,8;1;1;2,62
2019;Campus Muzambinho;Campus Muzambinho;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Padronizada;IF SUL DE MINAS;Medicina Veterinária;Medicina Veterinária;4,5;4,3;4,4;5;5;3,6;3,1;4;5;0,9;1;2;5,2;5,2;5,2;1;1;4,58
2019;Campus Muzambinho;Campus Muzambinho;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Bruta;IF SUL DE MINAS;Medicina Veterinária;Medicina Veterinária;4,5;4,3;4,4;5;5;3,6;3,1;4;5;0,9;1;2;5,2;5,2;5,2;1;1;4,58
